Facility ID,Facility Name,Address,City,State,ZIP Code,Location
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,POINT (-87.989806 34.125852)
440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748,POINT (-84.554418 35.888312)
160067,MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702,POINT (-92.345787 42.463867)
171317,EDWARDS COUNTY HOSPITAL,620 WEST EIGHTH STREET,KINSLEY,KS,67547,POINT (-99.419431 37.920715)
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,4401 GARTH ROAD,BAYTOWN,TX,77521,POINT (-94.977548 29.76871)
141305,MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,CARTHAGE,IL,62321,POINT (-91.111319 40.409306)
400006,DOCTOR'S CENTER DE SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,PR,909,
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,POINT (-73.633236 40.688191)
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,POINT (-88.198329 30.68169)
373300,J D MCCARTY CENTER FOR CHILDREN,2002  EAST ROBINSON,NORMAN,OK,73071,POINT (-97.410016 35.232743)
270023,COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,POINT (-114.055919 46.842062)
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,POINT (-77.701464 43.191544)
270014,ST. PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,POINT (-113.999891 46.873905)
100023,CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,POINT (-82.335335 28.832242)
360035,MOUNT CARMEL EAST & WEST,793 WEST STATE STREET,COLUMBUS,OH,43222,POINT (-83.020824 39.957782)
110190,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770",MONTEZUMA,GA,31063,POINT (-84.030228 32.295415)
241357,ESSENTIA HEALTH FOSSTON,900 HILLIGOSS BOULEVARD SE,FOSSTON,MN,56542,POINT (-95.740607 47.572149)
510077,WILLIAMSON MEMORIAL HOSPITAL,859 ALDERSON STREET,WILLIAMSON,WV,25661,POINT (-82.272031 37.678237)
360266,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,POINT (-82.788793 40.086303)
254005,PARKWOOD BEHAVIORAL HEALTH SYSTEM,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654,POINT (-89.846287 34.962188)
420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,POINT (-81.941152 34.479718)
274086,MONTANA STATE HOSPITAL,100 GARNET WAY,WARM SPRINGS,MT,59756,POINT (-112.790359 46.180959)
210060,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,POINT (-76.991588 38.728813)
64026,PEAK VIEW BEHAVIORAL HEALTH,7353 SISTERS GROVE,COLORADO SPRINGS,CO,80923,POINT (-104.71389 38.937579)
294009,MONTEVISTA HOSPITAL,5900 WEST ROCHELLE AVENUE,LAS VEGAS,NV,89103,POINT (-115.222091 36.110963)
194044,VERMILION BEHAVIORAL HEALTH SYSTEMS,2520 N UNIVERSITY AVENUE,LAFAYETTE,LA,70507,POINT (-92.047095 30.27139)
510091,CHARLESTON SURGICAL HOSPITAL,1306 KANAWHA BOULEVARD EAST,CHARLESTON,WV,25301,POINT (-81.630662 38.342991)
440084,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT ST,SWEETWATER,TN,37874,POINT (-84.464223 35.60025)
160083,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314,POINT (-93.625702 41.599577)
520071,FORT MEMORIAL HOSPITAL,611 SHERMAN AVE E,FORT ATKINSON,WI,53538,POINT (-88.827933 42.929969)
351311,LISBON AREA HEALTH SERVICES,905 MAIN ST,LISBON,ND,58054,POINT (-97.681427 46.437002)
241319,MURRAY COUNTY MEMORIAL HOSPITAL,2042 JUNIPER AVENUE,SLAYTON,MN,56172,POINT (-95.759226 43.992795)
231321,BELL HOSPITAL,901 LAKESHORE DRIVE,ISHPEMING,MI,49849,POINT (-87.682993 46.498665)
314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,425  WOODBURY TURNERSVILLE ROAD,BLACKWOOD,NJ,8012,POINT (-75.074288 39.788403)
41329,MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,POINT (-93.551993 36.358225)
170183,KANSAS SURGERY & RECOVERY CENTER,2770 NORTH WEBB ROAD,WICHITA,KS,67226,POINT (-97.226256 37.732911)
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,SUMNER,IA,50674,POINT (-92.109691 42.847422)
370153,ELKVIEW GENERAL HOSPTIAL,429 WEST ELM STREET,HOBART,OK,73651,POINT (-99.09834 35.036829)
314005,ANCORA PSYCH HOSP,ANCORA BRANCH,HAMMONTON,NJ,8037,
370216,TULSA SPINE & SPECIALTY HOSPITAL,6901 SOUTH OLYMPIA AVENUE,TULSA,OK,74132,POINT (-96.004542 36.06376)
181309,CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY,KY,42539,POINT (-84.931717 37.317809)
390112,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,600 SOMERSET AVENUE,WINDBER,PA,15963,POINT (-78.837917 40.242123)
491307,"PAGE MEMORIAL HOSPITAL, INC",200 MEMORIAL DRIVE,LURAY,VA,22835,POINT (-78.469864 38.662482)
330403,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,POINT (-77.616078 43.111856)
451365,ASCENSION SETON HIGHLAND LAKES,HIGHWAY 281 SOUTH,BURNET,TX,78611,
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,POINT (-77.623692 43.124394)
260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MO,63401,POINT (-91.443967 39.710595)
190190,"CALDWELL MEMORIAL HOSPITAL, INC",411 MAIN STREET,COLUMBIA,LA,71418,POINT (-92.076155 32.104142)
241346,MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,32021 COUNTY 24 BOULEVARD,CANNON FALLS,MN,55009,POINT (-92.90325 44.4859)
250017,TRACE REGIONAL HOSP AND SWING BED,1002 EAST MADISON STREET,HOUSTON,MS,38851,POINT (-88.985085 33.89479)
141304,"GENESIS MEDICAL CENTER, ALEDO",409 NW 9TH AVENUE,ALEDO,IL,61231,POINT (-90.758485 41.20508)
330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,BROOKLYN,NY,11203,POINT (-73.94516 40.654457)
460054,CACHE VALLEY HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,POINT (-111.823092 41.775714)
400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,PR,928,
61311,SOUTHEAST COLORADO HOSPITAL DISTRICT,373 E TENTH AVE,SPRINGFIELD,CO,81073,POINT (-102.612423 37.404165)
100071,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,POINT (-82.443386 28.541115)
90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,POINT (-77.109889 38.935747)
50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,POINT (-118.53183 34.169777)
60076,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,STERLING,CO,80751,POINT (-103.220524 40.613684)
391302,CONEMAUGH MEYERSDALE MEDICAL CENTER,200 HOSPITAL DRIVE,MEYERSDALE,PA,15552,POINT (-79.025338 39.809281)
453308,OUR CHILDRENS HOUSE,8 PRESTIGE CIRCLE 101,ALLEN,TX,75002,POINT (-96.672738 33.092018)
450241,FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,JACKSBORO,TX,76458,POINT (-98.166732 33.230386)
50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,POINT (-122.386683 40.585376)
44004,VANTAGE POINT OF NORTHWEST ARKANSAS,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,POINT (-94.119063 36.127243)
390032,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,NATRONA,PA,15065,POINT (-79.737106 40.617378)
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST LYNDON B JOHNSON SUITE 101B,IRVING,TX,75063,POINT (-96.948091 32.912261)
510029,THOMAS MEMORIAL HOSPITAL,4605 MACCORKLE AVENUE SW,SOUTH CHARLESTON,WV,25309,POINT (-81.726502 38.355643)
520017,ST JOSEPH'S HOSPITAL,2661 COUNTY HWY I,CHIPPEWA FALLS,WI,54729,POINT (-91.358217 44.951661)
151301,ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE,WINCHESTER,IN,47394,POINT (-84.970394 40.167877)
271307,BENEFIS TETON MEDICAL CENTER,915 4TH ST NW,CHOTEAU,MT,59422,POINT (-112.192457 47.81342)
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,3867,POINT (-70.961194 43.298189)
100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,POINT (-82.802671 27.914914)
141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,61944,POINT (-87.678311 39.606712)
10113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,POINT (-88.081017 30.696443)
520011,LAKEVIEW MEDICAL CENTER OF RICE LAKE,1700 WEST STOUT STREET,RICE LAKE,WI,54868,POINT (-91.759027 45.508042)
350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,PO BOX 160,BELCOURT,ND,58316,
21313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,POINT (-151.550296 59.652133)
171329,SUMNER COUNTY HOSPITAL DISTRICT NO 1,601 SOUTH OSAGE STREET,CALDWELL,KS,67022,POINT (-97.609616 37.02628)
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA,51442,POINT (-95.377086 42.023257)
360180,CLEVELAND CLINIC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,POINT (-81.621528 41.503438)
231326,SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,MI,48879,POINT (-84.555808 42.993435)
440153,NEWPORT MEDICAL CENTER,435 2ND ST,NEWPORT,TN,37821,POINT (-83.181619 35.965067)
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,MO,64735,POINT (-93.770506 38.391389)
360247,"WOODS AT PARKSIDE,THE",349 OLDE RIDENOUR ROAD,COLUMBUS,OH,43230,POINT (-82.881156 40.02682)
444025,CRESTWYN BEHAVIORAL HEALTH,9485 CRESTWYN HILLS COVE,MEMPHIS,TN,38125,POINT (-89.746423 35.042218)
670041,SETON MEDICAL CENTER WILLIAMSON,201 SETON PARKWAY,ROUND ROCK,TX,78664,POINT (-97.652784 30.567944)
530035,ASPEN MOUNTAIN MEDICAL CENTER,4401 COLLEGE DRIVE,ROCK SPRINGS,WY,82901,POINT (-109.247917 41.603187)
190011,OCHSNER LSU HEALTH MONROE,4864 JACKSON STREET,MONROE,LA,71202,POINT (-92.105548 32.451464)
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,POINT (-95.550789 29.964059)
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,POINT (-117.405904 47.709751)
150160,"INDIANA ORTHOPAEDIC HOSPITAL, LLC",8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,POINT (-86.266258 39.906702)
34014F,Womack AMC (FT Bragg),2817 Reilly Road,Fort Bragg,NC,28307,POINT (-78.997398 35.147337)
381313,ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754,POINT (-120.826968 44.298093)
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,POINT (-97.127578 32.94097)
271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,DILLON,MT,59725,POINT (-112.646003 45.200654)
454126,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,800 KIRNWOOD DRIVE,DE SOTO,TX,75115,POINT (-96.875168 32.642888)
454137,OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS,1106 N IH 35,SAN MARCOS,TX,78666,POINT (-97.919079 29.884388)
110189,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,POINT (-84.375509 34.916923)
41323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,AR,71635,POINT (-91.93878 33.137206)
500012,ASTRIA REGIONAL MEDICAL CENTER,110 SOUTH NINTH AVE,YAKIMA,WA,98902,POINT (-120.521096 46.597985)
34023,"GUIDANCE CENTER, THE",2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,POINT (-111.606008 35.206641)
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,POINT (-90.473625 38.529043)
134002,INTERMOUNTAIN HOSPITAL,303 NORTH ALLUMBAUGH STREET,BOISE,ID,83704,POINT (-116.266232 43.607293)
130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,POINT (-116.924455 47.71441)
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,WA,98926,POINT (-120.536761 46.987688)
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,POINT (-117.47071 33.906505)
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,POINT (-85.891356 38.956734)
271328,MARIAS MEDICAL CENTER,640 PARK AVE,SHELBY,MT,59474,POINT (-111.850493 48.509604)
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,
201306,RUMFORD  HOSPITAL,420 FRANKLIN STREET,RUMFORD,ME,4276,POINT (-70.557171 44.551721)
450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,76424,POINT (-98.887719 32.754056)
10052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,36853,POINT (-85.741758 32.8187)
360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,POINT (-81.434345 41.520133)
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,POINT (-119.758393 39.435894)
50238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,91006,POINT (-118.042446 34.134862)
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,POINT (-73.672669 40.804505)
53310,SHRINERS HOSPITALS FOR CHILDREN,3160 GENEVA STREET,LOS ANGELES,CA,90020,POINT (-118.286387 34.067708)
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,POINT (-88.948337 38.64083)
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,
290042,HARMON HOSPITAL,2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119,POINT (-115.121992 36.107369)
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,POINT (-77.056819 39.153858)
431327,ST MICHAEL'S HOSPITAL - CAH,410 W 16TH AVE,TYNDALL,SD,57066,POINT (-97.867896 42.991253)
450638,HCA HOUSTON HEALTHCARE NORTHWEST,710 CYPRESS CREEK PARKWAY,HOUSTON,TX,77090,POINT (-95.439796 30.018099)
450659,PARK PLAZA HOSPITAL,1313 HERMANN DR,HOUSTON,TX,77004,POINT (-95.388045 29.722375)
10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,POINT (-88.131719 30.685946)
50189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,POINT (-121.132137 36.206819)
110234,SGMC BERRIEN CAMPUS,1221 E MCPHERSON AVENUE,NASHVILLE,GA,31639,POINT (-83.238337 31.203629)
371327,OKEENE MUNICIPAL HOSPITAL,207 EAST F STREET,OKEENE,OK,73763,POINT (-98.315726 36.117098)
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725,POINT (-85.466571 41.160261)
521330,CROSSING RIVERS HEALTH MEDICAL CENTER,37868 US HWY 18,PRAIRIE DU CHIEN,WI,53821,POINT (-91.094502 43.013999)
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,78229,POINT (-98.572976 29.50684)
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,POINT (-86.276764 32.327144)
210065,HOLY CROSS GERMANTOWN HOSPITAL,19801 OBSERVATION DRIVE,GERMANTOWN,MD,20876,POINT (-77.242442 39.179034)
171319,HOLTON COMMUNITY HOSPITAL,1110 COLUMBINE DRIVE,HOLTON,KS,66436,POINT (-95.750908 39.479464)
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,7450,POINT (-74.101761 40.983204)
504014,INLAND NORTHWEST BEHAVIORAL HEALTH,104 W 5TH AVE,SPOKANE,WA,99204,POINT (-117.414137 47.651445)
450709,HOUSTON METHODIST ST JOHN HOSPITAL,18300 ST JOHN DRIVE,NASSAU BAY,TX,77058,POINT (-95.085203 29.549771)
161337,VAN BUREN COUNTY HOSPITAL,304 FRANKLIN STREET,KEOSAUQUA,IA,52565,POINT (-91.959043 40.735862)
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,POINT (-117.223022 32.8855)
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,POINT (-122.214251 47.441094)
371302,"MERCY HOSPITAL WATONGA, INC",500 NORTH CLARENCE NASH BOULEVARD,WATONGA,OK,73772,POINT (-98.419248 35.849455)
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,POINT (-82.411597 29.659699)
320067,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,POINT (-104.694224 34.929504)
504002,BHC FAIRFAX HOSPITAL,10200 NE 132ND ST,KIRKLAND,WA,98034,POINT (-122.204977 47.718496)
370203,"COMMUNITY HOSPITAL, LLC",3100 SOUTHWEST 89TH STREET,OKLAHOMA CITY,OK,73159,POINT (-97.570453 35.377113)
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,POINT (-118.486948 34.156826)
10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,POINT (-86.720483 33.434363)
404007,HOSPITAL PSIQUIATRICO METROPOLITANO CABO ROJO,108 MUNOZ RIVERA STREET,BO BALLAJA,PR,623,
220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,POINT (-71.14812 42.349773)
390150,WASHINGTON HEALTH SYSTEM GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,POINT (-80.173929 39.900605)
50754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,POINT (-122.159517 37.462043)
190266,THE SPINE HOSPITAL OF LOUISIANA,"10105 PARK ROW CIRCLE, SUITE 250",BATON ROUGE,LA,70810,POINT (-91.094453 30.380304)
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,POINT (-81.055429 32.314817)
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,PR,923,
230105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,49770,POINT (-84.969152 45.373477)
161375,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,POINT (-95.222008 42.644356)
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,POINT (-124.090847 40.903309)
520063,ST JOSEPHS COMMUNITY HOSPITAL WEST BEND,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,POINT (-88.196576 43.353318)
230031,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,POINT (-82.431961 42.955785)
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,8060,POINT (-74.795832 39.985698)
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,POINT (-111.853191 40.57736)
281319,JEFFERSON COMMUNITY HEALTH & LIFE,"P O BOX 277, 2200 H ST",FAIRBURY,NE,68352,
501322,FERRY COUNTY MEMORIAL HOSPITAL,36 KLONDIKE ROAD,REPUBLIC,WA,99166,POINT (-118.733177 48.652745)
370094,ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,POINT (-97.392925 35.466527)
140030,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,POINT (-88.331468 42.070221)
230070,COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,MI,48602,POINT (-83.955548 43.428097)
140276,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST AVENUE,MAYWOOD,IL,60153,POINT (-87.83321 41.858732)
471305,COPLEY HOSPITAL,528 WASHINGTON HIGHWAY,MORRISVILLE,VT,5661,POINT (-72.591214 44.554186)
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,250 OLD HOOK ROAD,WESTWOOD,NJ,7675,POINT (-74.014195 40.983658)
451332,PALACIOS COMMUNITY MEDICAL CENTER,311 GREEN AVENUE,PALACIOS,TX,77465,POINT (-96.212767 28.717457)
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,POINT (-89.633191 40.563142)
361323,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,ORRVILLE,OH,44667,POINT (-81.764578 40.832081)
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,AVE LAS CUMBRES ST 199KM 1 2,ALT DE SANTA,PR,969,
51314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,POINT (-118.4063 35.635351)
70018,GREENWICH HOSPITAL ASSOCIATION -,5 PERRYRIDGE RD,GREENWICH,CT,6830,POINT (-73.629632 41.034395)
361328,PROMEDICA DEFIANCE REGIONAL HOSPITAL,1200 RALSTON AVENUE,DEFIANCE,OH,43512,POINT (-84.373469 41.299392)
370004,INTEGRIS MIAMI HOSPITAL,200 SECOND AVENUE SOUTHWEST,MIAMI,OK,74355,POINT (-94.879772 36.872154)
400104,HOSPITAL MENONITA CAGUAS INC,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,PR,725,
30068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,POINT (-109.732994 32.821883)
334064,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,197 HALF  HOLLOW ROAD,DIX HILLS,NY,11746,POINT (-73.382467 40.792705)
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST THIRD STREET,MILAN,MO,63556,POINT (-93.131136 40.202174)
420018,PRISMA HEALTH RICHLAND HOSPITAL,5 MEDICAL PARK,COLUMBIA,SC,29203,POINT (-81.035032 34.026699)
420070,PRISMA HEATH TUOMEY HOSPITAL,129 N WASHINGTON ST,SUMTER,SC,29150,POINT (-80.344356 33.923496)
330167,NYU WINTHROP HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,POINT (-73.643532 40.741648)
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,231 SOUTH COLLINS ROAD,SUNNYVALE,TX,75182,POINT (-96.567178 32.77834)
60100,AURORA SOUTH HOSPITAL AND MEDICAL CENTER,1501 S POTOMAC ST,AURORA,CO,80012,POINT (-104.83115 39.689346)
431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,413 9TH STREET,BRITTON,SD,57430,POINT (-97.746049 45.789215)
363306,DAYTON CHILDREN'S HOSPITAL,ONE CHILDRENS PLAZA,DAYTON,OH,45404,
180013,THE MEDICAL CENTER (BOWLING GREEN),250 PARK STREET,BOWLING GREEN,KY,42101,POINT (-86.430232 36.996366)
430083,PHS INDIAN HOSPITAL AT EAGLE BUTTE,24276 166TH AIRPORT ROAD,EAGLE BUTTE,SD,57625,
50510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,POINT (-122.553881 38.004335)
161303,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,POINT (-92.762205 42.358753)
451360,MEMORIAL MEDICAL CENTER SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 4800 HOSPITAL PARKWAY",BEATRICE,NE,68310,
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,3584,POINT (-71.554156 44.48699)
464012,MARIAN CENTER,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,UT,84115,POINT (-111.877569 40.728009)
170086,STORMONT VAIL HOSPITAL,1500 SW 10TH AVENUE,TOPEKA,KS,66604,POINT (-95.695627 39.051129)
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,POINT (-94.970433 33.175402)
110027,"TY COBB REGIONAL MEDICAL CENTER, LLC",367 CLEAR CREEK PARKWAY,LAVONIA,GA,30553,POINT (-83.130855 34.439485)
110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,POINT (-82.950571 32.53429)
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,POINT (-80.298565 36.073942)
360197,MARY RUTAN HOSPITAL,205 PALMER AVENUE,BELLEFONTAINE,OH,43311,POINT (-83.756703 40.368954)
